titre,nbvotespresse,nbvotespublic,notepresse,notepublic
L'Enfer,21.0,153.0,2.2,2.6
L'Ex femme de ma vie,21.0,938.0,3.0,1.6
La Blonde contre-attaque,6.0,1666.0,2.2,1.9
La Captive,21.0,46.0,3.7,2.3
La Clinique de l'amour !,18.0,1028.0,3.4,2.8
La Dernière Piste,19.0,379.0,4.2,2.8
La Disparition d'Alice Creed,19.0,1181.0,3.0,3.4
La fille coupée en deux,22.0,1479.0,3.8,2.2
La Légende de Despereaux,10.0,509.0,2.8,2.9
La Main qui tue,3.0,1018.0,3.0,2.4
La Moustache,25.0,1743.0,3.7,1.9
La Planète bleue,15.0,900.0,3.7,3.6
La Squale,18.0,146.0,2.9,2.6
La Vie moderne,21.0,457.0,4.4,3.5
Le 51e Etat,11.0,1473.0,2.6,2.4
Le Coeur a ses raisons,14.0,100.0,3.1,3.5
Le Courage d'aimer,9.0,78.0,2.7,2.6
Le Fil,13.0,148.0,2.6,2.8
Le Gardien du manuscrit sacré,8.0,529.0,2.8,2.1
Le grand silence,18.0,179.0,3.5,2.8
Le Manège enchanté,14.0,250.0,3.1,2.2
Le Mystère Jérôme Bosch,14.0,98.0,3.4,3.6
Le Papillon,8.0,1373.0,3.4,3.2
Le Parfum de la carotte,4.0,27.0,3.5,3.4
Le Petit lieutenant,27.0,2059.0,4.4,3.1
Le Petit monde de Charlotte,16.0,278.0,2.9,2.4
Le Roi de cur,3.0,76.0,4.0,3.6
Le Samouraï du crépuscule,20.0,226.0,4.1,3.7
Le Souffle des Dieux,7.0,41.0,2.7,3.5
Légionnaire,7.0,592.0,2.3,1.9
Les 4 saisons d'Espigoule,9.0,159.0,3.4,3.8
Les Âmes grises,21.0,636.0,2.9,2.2
Les Aventures de Mister Deeds,11.0,544.0,2.5,2.6
Les Chansons que mes frères mont apprises,24.0,251.0,3.9,3.8
Les hommes libres,23.0,528.0,3.0,3.1
Les nuits rouges du bourreau de jade,16.0,161.0,2.8,1.9
Les Paradis Artificiels,11.0,125.0,1.4,3.3
Les Parisiens,13.0,494.0,2.5,2.0
Les Témoins,26.0,1547.0,4.3,3.2
Lost in La Mancha,11.0,1502.0,4.0,3.6
Love Is Strange,19.0,383.0,3.6,3.6
Ma super ex,17.0,2289.0,2.7,1.6
Mademoiselle,22.0,242.0,3.8,3.2
Maléfique,13.0,619.0,3.7,2.4
Manderlay,32.0,418.0,3.5,3.2
Maria- pleine de grâce,24.0,1557.0,4.2,3.6
Mariage chez les Bodin's,7.0,165.0,2.9,3.1
Mariage mixte,11.0,195.0,2.3,1.9
Martha Marcy May Marlene,24.0,1471.0,3.8,3.5
May,20.0,1149.0,3.9,3.0
Mike,17.0,203.0,3.1,2.9
Miral,17.0,233.0,1.7,3.2
Mon maître d'école,11.0,357.0,3.3,4.2
Mon meilleur ami,23.0,2188.0,3.0,2.5
Mum & Dad,1.0,267.0,4.0,3.1
Musée haut- musée bas,18.0,1312.0,3.1,1.7
Non ma fille- tu n'iras pas danser,29.0,969.0,3.5,2.3
Nos souvenirs brûlés,19.0,786.0,3.0,3.2
Nowhere in Africa,16.0,110.0,3.6,3.7
Ô Jérusalem,21.0,543.0,2.1,2.3
On arrive quand ?,2.0,141.0,2.0,2.8
Parfum de femme,2.0,422.0,5.0,3.9
Pat Garrett et Billy le Kid,1.0,709.0,3.0,3.8
People Jet Set 2,5.0,2745.0,2.6,1.0
Pour l'amour du jeu,17.0,168.0,2.5,3.4
Pulse,15.0,989.0,1.7,2.0
Rebelle,14.0,250.0,3.8,3.7
Respiro,17.0,541.0,3.9,3.4
Rise,12.0,503.0,2.2,1.7
Riz amer,1.0,104.0,5.0,4.0
Rocco et ses frères,1.0,874.0,4.0,3.9
Roman de gare,16.0,1093.0,3.7,3.4
Rue des plaisirs,17.0,79.0,2.6,2.2
Sagan,23.0,978.0,3.0,3.3
Saint-Cyr,15.0,115.0,3.9,3.1
Scream 3,12.0,7354.0,3.8,2.2
Seven swords,27.0,909.0,3.6,2.6
Shadow Dancer,20.0,856.0,3.5,3.1
Shaolin Basket,12.0,598.0,1.9,1.8
Snow- sex & sun,7.0,245.0,2.1,3.0
Solutions locales pour un désordre global,16.0,462.0,3.3,4.0
Soy Nero,27.0,138.0,3.8,3.3
Stay Alive,10.0,1077.0,1.8,2.3
Struck,9.0,284.0,2.6,3.7
Sunset Song,14.0,81.0,3.9,2.9
Tad l'explorateur : A la recherche de la Cité perdue,8.0,487.0,3.0,3.1
Tel père- telle fille,12.0,657.0,2.9,2.0
The Marine,6.0,714.0,1.5,1.8
The Mirror,5.0,8.0,1.4,2.9
Trois couleurs - Rouge,5.0,490.0,3.4,3.4
Trois petites filles,17.0,170.0,2.9,2.4
Two for the Money,16.0,995.0,2.3,2.4
Tyrannosaur,24.0,796.0,3.6,3.9
Ugly,12.0,205.0,3.4,3.3
Un Homme et Son Chien,14.0,392.0,2.4,2.2
Un week-end à Paris,21.0,249.0,3.4,2.8
Une Enfance,15.0,147.0,2.9,3.7
Une femme sous influence,1.0,605.0,5.0,3.9
Une journée particulière,1.0,691.0,5.0,4.1
Une petite zone de turbulences,17.0,1480.0,2.9,2.5
Une vieille maîtresse,24.0,385.0,3.4,1.9
Vanity fair- la foire aux vanités,12.0,239.0,2.8,2.9
Velvet Goldmine,5.0,802.0,4.0,3.5
Vous n'avez encore rien vu,25.0,582.0,4.0,2.5
Waste Land,21.0,180.0,3.8,3.9
Whiteout,8.0,950.0,1.6,2.2
Wolf and Sheep,21.0,39.0,3.5,3.1
Yi Yi,29.0,406.0,4.8,3.4
Zabriskie Point,2.0,584.0,4.0,3.8
Zaytoun,20.0,224.0,2.5,3.7
12 ans d'âge,10.0,278.0,2.2,2.6
12 Rounds,8.0,622.0,2.1,2.2
15 minutes,20.0,1072.0,3.0,2.4
A la folie,16.0,42.0,4.1,3.6
Abandonnée,15.0,705.0,2.5,2.1
Abattoir 5,6.0,197.0,4.2,3.1
Animal ! L'animal...,6.0,187.0,2.2,2.1
Another Year,26.0,1239.0,3.9,3.3
Armadillo,19.0,320.0,3.8,3.8
Attaque !,2.0,66.0,4.5,3.3
Attenberg,16.0,76.0,3.0,3.0
Avant l'aube,20.0,752.0,3.5,3.1
Balzac et la petite tailleuse chinoise,16.0,396.0,3.4,3.1
Benda Bilili!,16.0,658.0,3.5,4.0
Bienvenue au gîte,11.0,446.0,2.8,2.1
Bienvenue chez les Rozes,9.0,1880.0,2.3,2.3
Bimboland,4.0,628.0,2.0,1.3
Bonjour Tristesse,3.0,99.0,4.0,3.3
Born to Fight,10.0,352.0,2.7,1.8
Bowfinger- roi d'Hollywood,15.0,241.0,3.1,2.6
Budori- l'étrange voyage,15.0,48.0,3.2,2.4
Celui Qu'on Attendait,13.0,64.0,3.0,3.6
Chapitre 27,15.0,423.0,2.0,2.6
Chiens des neiges,11.0,184.0,2.8,3.2
Conversation(s) avec une femme,21.0,571.0,3.6,3.1
D'un film à l'autre,15.0,60.0,3.5,3.6
Dark Water,23.0,2104.0,2.6,2.1
Docteur T et les femmes,21.0,418.0,3.5,1.5
Down in the Valley,17.0,639.0,3.1,2.9
Dumb & dumberer : quand Harry rencontra Lloyd,9.0,689.0,2.1,1.6
El Aura,24.0,285.0,3.0,2.5
Electra Glide in Blue,8.0,81.0,4.1,3.7
En toute humilité - The Humbling,18.0,121.0,2.4,2.4
Ensemble c'est trop,9.0,614.0,2.1,2.0
Esprit libre,4.0,356.0,2.3,3.3
Essential Killing,25.0,775.0,3.8,2.7
Exotica- Erotica- Etc.,9.0,11.0,3.3,3.4
Garde rapprochée,1.0,246.0,2.0,2.3
Girlfight,23.0,213.0,3.7,3.6
Gloups ! je suis un poisson,12.0,233.0,3.7,3.3
Gold,14.0,244.0,3.1,3.2
Guerre et paix,1.0,229.0,3.0,3.9
Gummo,10.0,346.0,3.5,3.9
Heart of glass,8.0,11.0,3.0,3.2
Heis (Chroniques),7.0,74.0,2.4,3.5
Horribilis,19.0,1362.0,2.9,2.2
Hors limites,5.0,373.0,2.2,2.4
Ici-bas,18.0,145.0,2.8,3.2
Il ne faut jurer de rien !,22.0,1621.0,2.9,2.1
In another country,25.0,332.0,3.5,2.7
In the Loop,23.0,759.0,3.8,3.2
Instincts meurtriers,15.0,641.0,2.3,2.0
Joshua,16.0,418.0,3.1,2.6
Julia,25.0,726.0,4.1,3.4
Keane,25.0,713.0,4.7,3.2
L'âme en jeu,8.0,23.0,2.5,3.5
L'Ange exterminateur,3.0,178.0,5.0,3.9
L'Histoire d'une mère,17.0,4.0,2.4,3.0
L'Illusionniste,25.0,1566.0,4.1,3.6
L'Immeuble Yacoubian,23.0,169.0,3.6,3.3
La Bataille de la Montagne du Tigre,24.0,370.0,3.8,3.1
La Bataille de Solférino,19.0,451.0,3.8,2.7
La Bella Gente- les gens biens,12.0,230.0,3.7,3.7
La Belle Occasion,9.0,24.0,2.4,2.6
La Chevauchée fantastique,2.0,693.0,4.0,3.6
La Famille Suricate,12.0,326.0,2.9,3.4
La Femme des sables,3.0,161.0,5.0,4.1
La Fille de nulle part,25.0,145.0,3.8,2.5
La Garçonnière,8.0,832.0,3.9,4.1
La Jeune fille et les loups,13.0,499.0,2.8,2.3
La Maison au toit rouge,19.0,188.0,3.3,4.0
La Meilleure façon de marcher,1.0,501.0,4.0,3.4
La Morsure des Dieux,6.0,7.0,2.8,3.4
La Nina de Fuego,18.0,352.0,3.6,3.3
La Nuit américaine,4.0,1081.0,4.8,4.0
La Permission de minuit,21.0,488.0,3.4,2.7
La Reine garçon,6.0,34.0,2.3,3.3
La Reine soleil,15.0,161.0,3.0,2.9
La Soif du mal,5.0,1239.0,4.8,4.1
La Véritable histoire du Chat botté,18.0,452.0,2.2,2.0
La Voie de l'ennemi,18.0,696.0,3.3,3.1
Là-haut- un roi au-dessus des nuages,13.0,17.0,2.8,3.2
Lagaan,20.0,274.0,3.9,3.5
Lake Placid,16.0,707.0,3.1,2.0
Le Bal,3.0,119.0,4.0,3.7
Le Bison (et sa voisine Dorine),14.0,1145.0,3.1,2.2
Le Boss,3.0,606.0,2.3,2.0
Le Dilemme,11.0,448.0,1.5,2.0
Le grand voyage,15.0,184.0,4.1,3.6
Le Grand'Tour,10.0,77.0,3.9,2.8
Le Marchand de Sable,12.0,25.0,3.3,3.4
Le Nouveau protocole,23.0,983.0,2.8,2.3
Le petit homme,15.0,44.0,3.5,3.4
Le Roi danse,18.0,396.0,3.1,3.1
Les amants criminels,9.0,180.0,3.0,3.0
Les Chaussons rouges,8.0,484.0,5.0,4.2
Les Filles du botaniste,23.0,794.0,2.5,3.0
Les Fils du vent,6.0,1303.0,3.0,1.3
Les temps qui changent,22.0,356.0,4.0,2.4
Les Yeux ouverts,8.0,33.0,3.3,3.5
Les Zintrus,11.0,314.0,2.1,2.4
Lettres de la Guerre,13.0,29.0,3.5,3.3
Liberté,25.0,480.0,3.8,3.5
Lilja 4-ever,14.0,114.0,3.3,3.9
Loulou- l'incroyable secret,16.0,111.0,3.9,3.4
Mad Love in New York,17.0,76.0,3.6,3.7
Mandarines,12.0,120.0,3.8,4.0
Marie-Jo et Ses Deux Amours,24.0,142.0,3.8,3.5
Marina Abramovic: The Artist Is Present,13.0,74.0,3.2,3.8
Marley,20.0,1030.0,3.5,4.2
Mes stars et moi,16.0,1016.0,1.8,2.2
Metropolis,18.0,1221.0,4.1,3.5
Meurtres à la St Valentin,10.0,1327.0,2.3,2.4
Mia et le Migou,14.0,257.0,4.1,3.5
Mr. Smith au Sénat,2.0,882.0,4.0,4.1
Nadia,13.0,242.0,2.9,2.2
National security,4.0,397.0,2.3,2.2
Nostos,5.0,2.0,3.2,3.1
Novo,14.0,89.0,3.8,2.7
O Fantasma,12.0,98.0,3.8,3.0
On achève bien les chevaux,1.0,427.0,4.0,3.9
Open hearts,16.0,84.0,3.7,3.9
Perdu ? Retrouvé !,4.0,26.0,3.5,3.5
Petites confidences (à ma psy),22.0,3407.0,3.0,2.6
Pinocchio,13.0,61.0,3.4,3.1
Plume- le petit ours polaire,12.0,37.0,3.4,2.8
Pluto Nash,8.0,203.0,2.4,1.8
Poetry,21.0,764.0,4.1,3.7
Pollock,11.0,213.0,3.7,3.6
Premonitions,12.0,155.0,3.0,3.0
Quand J'étais Chanteur,27.0,2102.0,4.1,2.4
Que faisaient les femmes pendant que l'homme marchait sur la lune ?,15.0,14.0,2.6,2.9
Queen and Country,21.0,318.0,3.6,3.2
Rendez-vous l'été prochain,21.0,199.0,2.7,2.7
Repas de famille,5.0,391.0,2.2,2.1
Ressources humaines,13.0,599.0,4.1,3.2
Retour à Forbach,21.0,30.0,3.7,3.2
Riviera,22.0,45.0,2.6,2.1
Rochester- le dernier des libertins,19.0,640.0,2.2,2.2
Rue Cases Nègres,2.0,157.0,4.5,3.9
Salafistes,9.0,57.0,3.0,3.3
Samsara,18.0,112.0,3.3,4.0
Scaramouche,2.0,336.0,5.0,3.5
Selon Charlie,22.0,936.0,2.8,1.6
Sex trouble,7.0,72.0,2.4,2.6
Shaft- les nuits rouges de Harlem,4.0,234.0,4.0,3.2
Soy Cuba,12.0,187.0,4.1,4.2
Tête de Turc,23.0,1262.0,3.8,2.7
The Bubble,20.0,761.0,3.7,3.6
The Conspiracy,6.0,41.0,3.0,3.1
The Damned United,8.0,356.0,3.6,3.8
The House of the Devil,1.0,259.0,4.0,2.2
The King of New York,3.0,1433.0,4.7,3.5
The Silent House (La Casa Muda),19.0,528.0,2.1,1.7
TMNT les tortues ninja,13.0,1417.0,2.9,2.1
Tout ce que le ciel permet,2.0,173.0,5.0,4.1
Transylvania,21.0,417.0,3.5,2.8
Ultimo Tango,12.0,45.0,3.3,3.7
Un barrage contre le Pacifique,22.0,311.0,3.0,2.0
Un homme à part,15.0,1294.0,2.3,2.7
Undead,5.0,563.0,3.0,2.0
Une famille brésilienne,18.0,260.0,3.2,3.1
Une mère,19.0,209.0,3.2,3.0
Une Seconde Femme,15.0,181.0,3.3,4.0
Vampires,14.0,175.0,2.6,2.7
Violette,21.0,523.0,3.5,2.6
Virus,9.0,466.0,2.3,1.9
Vitus- l'enfant prodige,14.0,99.0,2.9,3.6
W.E.,18.0,415.0,1.8,3.5
Wackness,18.0,466.0,3.1,3.2
Wishcraft,5.0,88.0,2.8,2.0
Y a-t-il un flic pour sauver l'humanité ?,7.0,1064.0,2.0,1.2
Zidane- un portrait du XXIème siècle,19.0,1045.0,3.3,1.3
13 Tzameti,24.0,1110.0,3.5,3.0
13m²,16.0,371.0,3.4,2.2
18 ans après,8.0,812.0,2.9,1.5
2 automnes 3 hivers,20.0,568.0,3.2,3.2
24 heures de la vie d'une femme,18.0,103.0,3.2,2.6
3 extrêmes,18.0,575.0,3.2,3.1
3000 Nuits,8.0,64.0,2.6,3.8
5 Danses,7.0,57.0,2.6,3.8
7 ans,16.0,47.0,3.4,2.6
7 jours et une vie,6.0,289.0,2.5,2.5
A l'aventure,18.0,78.0,2.3,2.5
A la verticale de l'été,13.0,127.0,3.6,3.8
Absent,11.0,161.0,2.8,2.7
Accords et désaccords,21.0,1138.0,3.9,3.3
Afterschool,15.0,104.0,2.9,3.0
Ah ! la libido,10.0,6.0,2.0,2.7
Alpha & Omega - 3D,10.0,409.0,1.8,2.8
Anthony Zimmer,24.0,3331.0,3.6,2.7
Après la vie,15.0,180.0,4.0,3.5
Associés contre le crime...,10.0,1162.0,3.1,1.7
Attraction fatale,10.0,190.0,2.5,3.5
Autoroute racer,10.0,609.0,2.2,1.9
Avida,19.0,411.0,3.1,2.2
Avril,17.0,827.0,3.1,3.3
Bab'Aziz- le prince qui contemplait son âme,13.0,45.0,3.3,3.0
Bangkok dangerous,8.0,1996.0,1.5,2.0
Bella e Perduta,11.0,32.0,3.7,2.9
Beloved,8.0,60.0,3.3,3.3
Benvenuti al Sud,15.0,215.0,1.7,2.1
Beyond Flamenco,12.0,13.0,2.9,2.8
Big party,1.0,111.0,2.0,2.5
Biggie and Tupac,14.0,127.0,3.4,3.9
Blindés,8.0,1123.0,3.0,2.1
Bobby,26.0,1581.0,3.4,3.3
Brighton Rock,18.0,148.0,2.9,2.6
Brooklyn,14.0,85.0,3.4,3.5
Bunraku,1.0,251.0,3.0,3.1
C'est l'amour,12.0,27.0,3.3,2.4
Ça commence par la fin,15.0,238.0,2.1,2.1
Cafard,17.0,59.0,3.6,3.3
Cages,9.0,54.0,2.1,3.3
Carlos,22.0,607.0,4.3,3.4
Ceux qui restent,15.0,1159.0,4.1,3.2
Cherche fiancé tous frais payés,16.0,467.0,1.7,1.9
Chez Gino,21.0,580.0,2.5,1.7
Chez nous c'est trois !,14.0,160.0,2.8,2.4
Cliente,23.0,1061.0,2.9,2.5
Comme un lion,17.0,335.0,3.4,2.9
Contracorriente,10.0,117.0,3.1,3.9
Cours sans te retourner,10.0,139.0,2.9,3.2
Cowboy,17.0,643.0,3.5,2.2
Danse Passion,1.0,32.0,2.0,3.4
De Douces Paroles,9.0,41.0,2.8,3.3
De sang-froid,1.0,136.0,4.0,3.8
Deepsea Challenge 3D- l'aventure d'une vie,13.0,86.0,3.0,3.1
Dégradé,13.0,100.0,2.9,3.5
Délice Paloma,17.0,268.0,3.6,2.8
Demi-tarif,16.0,16.0,4.0,3.0
Donnant- Donnant,20.0,636.0,1.5,1.9
Dora ou les névroses sexuelles de nos parents,6.0,7.0,2.3,3.2
Dracula 2001,14.0,479.0,2.6,1.8
En amont du fleuve,10.0,36.0,2.6,2.8
Ensemble- nous allons vivre une très- très grande histoire d'amour...,17.0,592.0,3.0,1.8
Escrocs,2.0,86.0,2.0,2.3
Escrocs mais pas trop,26.0,1432.0,3.4,3.2
Espion et demi,14.0,632.0,2.1,2.0
Eva ne dort pas,15.0,60.0,3.5,2.9
Eyes of War,13.0,670.0,2.5,3.4
Fair play,21.0,709.0,2.7,2.2
Fais-moi plaisir !,22.0,597.0,3.4,2.3
Flore,11.0,36.0,3.3,3.7
Fog,9.0,1449.0,1.6,1.4
Frost / Nixon- l'heure de vérité,23.0,1209.0,3.8,3.7
Godsend- expérience interdite,14.0,1287.0,2.1,1.7
Hadewijch,24.0,206.0,3.5,2.8
Halloween- 20 ans après,4.0,1312.0,2.0,2.2
Happiness,13.0,297.0,3.5,3.6
Happy Feet 2,16.0,843.0,2.9,3.2
Hasta Mañana,9.0,55.0,2.4,3.9
HH- Hitler à Hollywood,24.0,63.0,3.2,3.1
Hors les murs,11.0,293.0,2.8,3.2
Howl,14.0,234.0,2.7,3.4
Inheritance,10.0,16.0,3.7,3.4
Irène,13.0,481.0,3.0,2.5
Ivre de femmes et de peinture,17.0,308.0,4.2,3.7
J'avancerai vers toi avec les yeux d'un sourd,19.0,59.0,3.7,3.9
J'demande pas la lune- juste quelques étoiles,4.0,62.0,2.8,3.9
J'enrage de son absence,20.0,465.0,3.5,2.8
J'irai cracher sur vos tombes,1.0,33.0,4.0,2.7
JC Comme Jésus Christ,9.0,470.0,2.3,1.7
Journal de France,20.0,243.0,3.9,3.7
Katyn,18.0,174.0,3.4,3.8
King Guillaume,14.0,1141.0,2.2,1.6
L'Ange blessé,11.0,33.0,3.5,3.2
L'Ange du mal,18.0,468.0,2.4,3.4
L'Arche de Noé,14.0,1.0,3.2,3.0
L'Artiste et son modèle,17.0,220.0,3.4,3.6
L'Enfance du mal,15.0,110.0,3.1,2.6
L'enfant lion,1.0,139.0,4.0,3.9
L'Ennemi naturel,20.0,23.0,2.7,2.5
L'Incompris,2.0,399.0,5.0,3.9
L'Ivresse de l'argent,19.0,334.0,3.4,3.1
L'Ombre d'un soupçon,13.0,320.0,2.6,2.2
L'Oracle,6.0,17.0,3.0,3.5
L'Ours Montagne,13.0,139.0,3.2,3.3
L'Ultime razzia,5.0,1239.0,3.4,4.0
La Bande du drugstore,18.0,142.0,3.3,3.2
La BM du Seigneur,12.0,210.0,3.5,3.0
La demoiselle d'honneur,21.0,521.0,3.6,2.1
La Famille Wolberg,25.0,280.0,3.4,1.9
La Fiancée du pirate,1.0,83.0,4.0,3.8
La Fin d'une liaison,13.0,120.0,3.2,3.4
La fleur de l'âge,5.0,386.0,2.0,2.7
La Folie des hommes,12.0,96.0,2.9,2.9
La Légende de Kaspar Hauser,15.0,53.0,2.5,3.0
La Main de fer,7.0,182.0,4.4,3.7
La Musique de mon coeur,22.0,71.0,3.0,3.6
La Panthère Rose 2,11.0,582.0,2.5,2.0
La Ronde de nuit,21.0,129.0,3.3,3.1
La Sirène rouge,19.0,249.0,2.8,2.3
La Terre éphémère,16.0,127.0,3.7,3.9
La Vérité ou presque,17.0,455.0,3.1,2.2
La Vie privée de Sherlock Holmes,2.0,639.0,5.0,3.8
Lassie,12.0,193.0,2.5,2.6
Le 7ème jour,15.0,34.0,3.0,2.9
Le Cactus,19.0,1069.0,2.6,1.6
Le Clan,16.0,113.0,3.1,3.4
Le Clan des irréductibles,2.0,56.0,5.0,3.7
Le Démantèlement,15.0,119.0,3.7,3.6
Le Journal d'Anne Frank,16.0,32.0,3.1,3.3
Le Nouveau,5.0,550.0,2.8,2.7
Le Pharmacien de garde,14.0,220.0,2.6,2.1
Le Pigeon,2.0,298.0,4.5,4.1
Le Premier homme,11.0,136.0,2.7,3.2
Le procès de Viviane Amsalem,23.0,633.0,4.0,4.1
Le Repenti,19.0,52.0,3.1,3.4
Le Seigneur des anneaux,4.0,5363.0,2.0,3.7
Le Tigre et la neige,25.0,1071.0,3.0,3.1
Le violon rouge,9.0,157.0,3.4,3.8
Le Voleur de Bagdad,3.0,87.0,4.3,3.8
Les Aventures de Philibert- capitaine puceau,19.0,973.0,2.2,2.1
Les Chaises Musicales,18.0,262.0,2.6,3.0
Les Glaneurs et la glaneuse,13.0,110.0,4.5,3.2
Les Grandes Ondes (à l'ouest),19.0,486.0,3.4,3.3
Les Mots bleus,19.0,145.0,3.3,2.9
Les P'tits explorateurs,13.0,16.0,3.8,3.5
Les secrets des autres,19.0,91.0,3.6,3.4
Let My People Go!,15.0,303.0,2.5,2.8
Loin de mon père,12.0,25.0,2.1,2.7
Loin du paradis,19.0,988.0,4.4,3.6
Love Gourou,10.0,601.0,1.8,1.5
Ma maman est en Amérique- elle a rencontré Buffalo Bill,12.0,109.0,4.1,3.5
Matador,5.0,314.0,4.0,3.2
Médée,6.0,136.0,4.8,3.4
Medianeras,13.0,276.0,2.9,3.9
Mélodie pour un tueur,2.0,152.0,5.0,3.6
Mémoire effacée,11.0,1624.0,2.7,2.1
Mes chers voisins,14.0,540.0,3.6,3.3
Mon boss- sa fille et moi,9.0,1015.0,2.2,1.8
Mon voisin le tueur 2,6.0,2184.0,2.3,1.9
My Best Men,13.0,598.0,2.6,2.5
Mystery,21.0,253.0,3.3,3.0
New York masala,15.0,298.0,3.9,3.4
Nous venons en amis,14.0,65.0,3.6,3.8
Old school,11.0,181.0,2.4,2.0
Orphée,1.0,241.0,5.0,4.0
P'tits génies,1.0,24.0,2.0,2.5
Panique tous courts,5.0,17.0,4.0,3.3
Papa,23.0,1895.0,4.0,3.1
Papa Lumière,9.0,46.0,2.6,2.6
Peshmerga,12.0,43.0,2.5,3.2
Petit Corbeau,7.0,21.0,3.4,3.2
Piège à Hong Kong,3.0,341.0,3.3,2.1
Ploy,21.0,114.0,3.6,3.0
Post Grad,2.0,190.0,2.0,2.3
Préjudice,9.0,127.0,3.1,3.4
Prick Up Your Ears,3.0,105.0,4.3,3.4
Princesas,18.0,74.0,3.1,3.4
Providence,2.0,116.0,4.5,3.6
Psycho Beach Party,9.0,83.0,2.6,3.5
Quadrophenia,5.0,147.0,4.0,3.7
Quand passent les cigognes,5.0,248.0,4.2,4.3
Quartet,16.0,1040.0,3.6,3.8
Quelqu'un de bien,21.0,344.0,3.4,1.9
Qui a tué Bambi ?,20.0,563.0,3.7,2.2
Rashômon,6.0,1192.0,4.8,4.0
Reality,22.0,472.0,2.8,2.8
Red Army,17.0,263.0,4.2,4.0
Regarde moi,13.0,149.0,3.0,2.9
Religolo,18.0,322.0,2.8,3.3
Rendez-vous à Atlit,14.0,151.0,3.3,2.5
Retour à Ithaque,20.0,217.0,3.5,3.4
Rien sur Robert,18.0,196.0,3.8,2.8
Rodéo,14.0,22.0,3.3,3.1
Semi-Pro,15.0,814.0,2.7,2.2
Sexe attitudes,7.0,125.0,2.3,2.0
She Hate Me,18.0,619.0,2.8,2.6
Shock Corridor,1.0,341.0,5.0,3.9
Smiley Face,17.0,1090.0,2.9,2.5
Sous le figuier,11.0,262.0,2.5,2.7
Still life,20.0,530.0,4.3,2.6
Stormy Weather,13.0,26.0,3.4,2.9
Studio 54,12.0,354.0,2.6,2.7
Summer Storm,9.0,228.0,2.6,3.9
Sur les quais,7.0,861.0,4.1,4.0
Synecdoche- New York,19.0,181.0,2.3,3.0
Tatouage,9.0,44.0,4.7,3.7
Terreur.point.com,7.0,485.0,2.1,1.3
The Duke Of Burgundy,17.0,79.0,3.1,3.1
The Hunter,18.0,97.0,3.7,2.9
The Last Son- la malédiction,17.0,398.0,2.8,3.1
The Lookout,14.0,841.0,3.5,2.8
The Million Dollar Hotel,18.0,478.0,2.9,2.8
The Mother,18.0,72.0,4.3,3.2
The Other Man,13.0,234.0,1.8,2.1
The Square,17.0,162.0,2.9,2.7
The Trip,17.0,181.0,2.9,2.6
The War Zone,16.0,190.0,3.5,3.7
The Women,15.0,484.0,1.8,1.6
Tigerland,15.0,1045.0,3.4,3.2
Tirez la langue- mademoiselle,22.0,586.0,3.6,2.0
Tout... sauf en famille,12.0,1004.0,2.2,2.3
Tristan et Iseut,9.0,21.0,2.7,2.8
True Legend,12.0,311.0,2.8,3.1
Tu peux compter sur moi,13.0,51.0,2.9,3.3
Tu vas rire mais je te quitte,17.0,287.0,2.9,1.8
Turn me on,12.0,145.0,2.7,3.2
Un Homme qui crie,23.0,210.0,3.7,3.1
Un jeu d'enfants,19.0,329.0,3.0,2.0
Un jour sur Terre,17.0,2942.0,3.4,3.9
Un ticket pour l'espace,23.0,4552.0,3.3,2.0
Un- deux- trois,3.0,2.0,2.7,3.1
Une aventure,22.0,337.0,3.0,1.7
Une Histoire Américaine,18.0,142.0,2.8,3.2
Une nuit à New York,15.0,1251.0,3.1,3.3
Villa Amalia,23.0,496.0,3.7,2.5
Vincere,24.0,711.0,4.3,3.6
Violence des échanges en milieu tempéré,19.0,606.0,3.6,3.1
Violence et Passion,2.0,144.0,4.5,3.9
Visitor Q,20.0,366.0,3.3,3.0
Viva Riva !,15.0,233.0,3.3,3.1
Vivre sa vie: Film en douze tableaux,1.0,324.0,5.0,4.0
Voyance et manigance,14.0,52.0,2.6,2.3
Waste Land,12.0,37.0,2.4,2.6
Wonderful days,13.0,1117.0,3.4,3.3
Wonderland,11.0,2.0,2.5,3.0
102 dalmatiens,15.0,1123.0,2.9,2.0
12,22.0,135.0,3.1,3.6
600 kilos d'or pur,16.0,941.0,1.7,1.6
A boire,17.0,201.0,2.9,1.7
À bout de course,5.0,542.0,4.8,4.2
A Very British Gangster,17.0,440.0,4.0,3.1
Affaire de famille,17.0,415.0,2.9,2.5
Africa United,18.0,189.0,2.7,3.6
Air Doll,21.0,260.0,2.8,3.7
Amélie au pays des Bodin's,1.0,201.0,3.0,3.2
Anacondas : à la poursuite de l'orchidée de sang,14.0,1688.0,2.5,1.3
Another Gay Movie,2.0,200.0,1.5,2.5
Another Happy Day,20.0,1008.0,3.0,3.0
Antibodies,15.0,195.0,2.9,2.8
Atomik Circus- le retour de James Bataille,12.0,1699.0,3.2,1.9
Aurora,8.0,8.0,3.1,3.2
Bambi 2,14.0,1167.0,2.7,2.3
Barnie et ses petites contrariétés,19.0,393.0,2.9,1.9
Bellamy,25.0,644.0,3.6,1.9
Beowulf,5.0,1105.0,2.0,1.2
Bienvenue au cottage,14.0,758.0,3.0,2.3
